"item","avg_rating","rank","rating_sd","number_ratings","character"
"intellectual (not physical)",80.2,376,17.1,1038,"Obi-Wan Kenobi"
"still (not twitchy)",80.1,63,22.8,131,"Obi-Wan Kenobi"
"honorable (not cunning)",80,181,22.1,1131,"Obi-Wan Kenobi"
"orderly (not chaotic)",80,226,20.8,1026,"Obi-Wan Kenobi"
"extraordinary (not mundane)",79.9,360,21.9,1024,"Obi-Wan Kenobi"
"pointed (not random)",79.9,424,20.8,109,"Obi-Wan Kenobi"
"secretive (not open-book)",79.9,347,18.9,164,"Obi-Wan Kenobi"
"one-faced (not two-faced)",79.8,354,23.5,128,"Obi-Wan Kenobi"
"arcane (not mainstream)",79.7,117,21.1,909,"Obi-Wan Kenobi"
"sturdy (not flimsy)",79.7,335,17.6,116,"Obi-Wan Kenobi"
"humble (not arrogant)",79.6,144,20.4,1077,"Obi-Wan Kenobi"
"loveable (not punchable)",79.3,276,22.1,125,"Obi-Wan Kenobi"
"masculine (not feminine)",79,530,17.4,1076,"Obi-Wan Kenobi"
"reserved (not chatty)",79,225,18.5,1025,"Obi-Wan Kenobi"
"mysterious (not unambiguous)",79,180,21.2,1154,"Obi-Wan Kenobi"
"worldly (not innocent)",78.9,431,24.2,1069,"Obi-Wan Kenobi"
"stable (not moody)",78.8,42,22.8,1044,"Obi-Wan Kenobi"
"pure (not debased)",78.7,198,21,934,"Obi-Wan Kenobi"
"🤠 (not 🤑)",78.5,221,21.7,269,"Obi-Wan Kenobi"
"minimalist (not pack rat)",78.4,63,24.4,261,"Obi-Wan Kenobi"
"🧙 (not 👨‍🚀)",78.3,135,24.2,388,"Obi-Wan Kenobi"
"English (not German)",78.1,426,26,123,"Obi-Wan Kenobi"
"🤺 (not 🏌)",77.9,440,27,315,"Obi-Wan Kenobi"
"interesting (not tiresome)",77.7,410,20.9,1066,"Obi-Wan Kenobi"
"rhythmic (not stuttering)",77.7,402,22.2,116,"Obi-Wan Kenobi"
"reliable (not experimental)",77.5,227,24.6,127,"Obi-Wan Kenobi"
"asexual (not sexual)",77.5,110,25.2,115,"Obi-Wan Kenobi"
"stoic (not hypochondriac)",77.5,162,20,90,"Obi-Wan Kenobi"
"workaholic (not slacker)",77.3,811,20.4,216,"Obi-Wan Kenobi"
"demure (not vain)",77.3,72,19.7,894,"Obi-Wan Kenobi"
"emancipated (not enslaved)",77.1,282,23,918,"Obi-Wan Kenobi"
"philosophical (not real)",76.9,43,22.2,759,"Obi-Wan Kenobi"
"on-time (not tardy)",76.8,588,25.6,153,"Obi-Wan Kenobi"
"cooperative (not competitive)",76.8,147,22.6,998,"Obi-Wan Kenobi"
"rural (not urban)",76.6,103,22.9,381,"Obi-Wan Kenobi"
"serious (not playful)",76.6,475,20.3,1021,"Obi-Wan Kenobi"
"street-smart (not sheltered)",76.6,470,23.6,893,"Obi-Wan Kenobi"
"vegan (not cannibal)",76.5,214,22.2,110,"Obi-Wan Kenobi"
"bookish (not sporty)",76.4,583,20.9,908,"Obi-Wan Kenobi"
"generous (not stingy)",76.3,357,22.7,134,"Obi-Wan Kenobi"
"logical (not emotional)",76.2,203,22,1045,"Obi-Wan Kenobi"
"stoic (not expressive)",76.1,160,23,1012,"Obi-Wan Kenobi"
"consistent (not variable)",76.1,235,24.8,124,"Obi-Wan Kenobi"
"wooden (not plastic)",76,277,21.2,95,"Obi-Wan Kenobi"
"gendered (not androgynous)",75.8,880,25.6,358,"Obi-Wan Kenobi"
"love-focused (not money-focused)",75.7,650,24.2,82,"Obi-Wan Kenobi"
"down2earth (not head@clouds)",75.6,266,24.5,916,"Obi-Wan Kenobi"
"disarming (not creepy)",75.4,446,18.2,383,"Obi-Wan Kenobi"
"driven (not unambitious)",75.3,1058,24.6,853,"Obi-Wan Kenobi"
"😊 (not 🤣)",75.2,311,23.3,321,"Obi-Wan Kenobi"
"queen (not princess)",75.2,463,25.1,89,"Obi-Wan Kenobi"
"bold (not shy)",75.1,1020,21.2,1004,"Obi-Wan Kenobi"
"theist (not atheist)",75,119,27.2,199,"Obi-Wan Kenobi"
"high standards (not desperate)",75,387,22.8,143,"Obi-Wan Kenobi"
"🥾 (not 👟)",74.9,253,26,273,"Obi-Wan Kenobi"
"rational (not whimsical)",74.8,381,24.1,998,"Obi-Wan Kenobi"
"self-assured (not self-conscious)",74.7,426,27.9,893,"Obi-Wan Kenobi"
"metaphorical (not literal)",74.5,64,24.3,1060,"Obi-Wan Kenobi"
"🎩 (not 🧢)",74.5,440,26.9,268,"Obi-Wan Kenobi"
"decisive (not hesitant)",74.4,612,23.6,993,"Obi-Wan Kenobi"
"reclusive (not social)",74.4,249,23.6,435,"Obi-Wan Kenobi"
"monastic (not hedonist)",74.2,62,25.2,200,"Obi-Wan Kenobi"
"attentive (not interrupting)",74.1,265,23.6,105,"Obi-Wan Kenobi"
"existentialist (not nihilist)",74,109,21.5,189,"Obi-Wan Kenobi"
"🐐 (not 🦒)",74,151,26.3,361,"Obi-Wan Kenobi"
"traditional (not unorthodox)",73.8,224,25.4,224,"Obi-Wan Kenobi"
"slow-talking (not fast-talking)",73.8,99,21.3,131,"Obi-Wan Kenobi"
"grateful (not entitled)",73.8,280,23.3,115,"Obi-Wan Kenobi"
"self-improving (not self-destructive)",73.6,185,27.4,119,"Obi-Wan Kenobi"
"guarded (not open)",73.3,754,22.5,928,"Obi-Wan Kenobi"
"genuine (not sarcastic)",73.3,346,25.9,1027,"Obi-Wan Kenobi"
"rock (not rap)",73.2,758,24.2,79,"Obi-Wan Kenobi"
"classical (not avant-garde)",73,265,25.2,216,"Obi-Wan Kenobi"
"water (not fire)",73,214,26.1,118,"Obi-Wan Kenobi"
"🐮 (not 🐷)",72.9,79,21.6,331,"Obi-Wan Kenobi"
"melee (not ranged)",72.9,70,29.7,107,"Obi-Wan Kenobi"
"👽 (not 🤡)",72.6,235,22.1,268,"Obi-Wan Kenobi"
"good-humored (not angry)",72.6,470,20.2,841,"Obi-Wan Kenobi"
"profound (not ironic)",72.6,144,27.1,120,"Obi-Wan Kenobi"
"scruffy (not manicured)",72.5,322,24.8,1106,"Obi-Wan Kenobi"
"go-getter (not slugabed)",72.5,961,23.4,241,"Obi-Wan Kenobi"
"patriotic (not unpatriotic)",72.5,489,24.6,286,"Obi-Wan Kenobi"
"utilitarian (not decorative)",72.3,396,24.5,176,"Obi-Wan Kenobi"
"cool (not dorky)",72.3,434,25.9,249,"Obi-Wan Kenobi"
"charming (not awkward)",72.2,577,22.8,1041,"Obi-Wan Kenobi"
"thrifty (not extravagant)",71.9,256,27.2,116,"Obi-Wan Kenobi"
"captain (not first-mate)",71.8,522,30.2,1069,"Obi-Wan Kenobi"
"penny-pincher (not overspender)",71.8,257,21.8,373,"Obi-Wan Kenobi"
"factual (not exaggerating)",71.8,349,26.9,120,"Obi-Wan Kenobi"
"cryptic (not straightforward)",71.8,93,25.3,1014,"Obi-Wan Kenobi"
"introvert (not extrovert)",71.8,257,24.1,928,"Obi-Wan Kenobi"
"complimentary (not insulting)",71.6,427,21.6,211,"Obi-Wan Kenobi"
"sane (not crazy)",71.6,316,25.3,284,"Obi-Wan Kenobi"
"equitable (not hypocritical)",71.3,335,25.5,302,"Obi-Wan Kenobi"
"gracious (not feisty)",71.2,109,24.1,849,"Obi-Wan Kenobi"
"cultured (not rustic)",71.1,477,29.4,81,"Obi-Wan Kenobi"
"warm (not quarrelsome)",71.1,328,21.5,948,"Obi-Wan Kenobi"
"spelunker (not claustrophobic)",71.1,304,24.1,108,"Obi-Wan Kenobi"
"👩‍🔬 (not 👩‍🎤)",71,357,26.2,298,"Obi-Wan Kenobi"
"overachiever (not underachiever)",70.6,966,24.6,120,"Obi-Wan Kenobi"
"never cries (not often crying)",70.6,547,25.1,90,"Obi-Wan Kenobi"
"interested (not bored)",70.6,654,25.6,125,"Obi-Wan Kenobi"
"neurotypical (not autistic)",70.5,707,25.7,858,"Obi-Wan Kenobi"
"child free (not pronatalist)",70.4,497,30,852,"Obi-Wan Kenobi"
"poor (not rich)",70.2,320,23.4,870,"Obi-Wan Kenobi"
"no-nonsense (not dramatic)",70.2,324,27.2,381,"Obi-Wan Kenobi"
"prideful (not envious)",70.2,692,18.8,145,"Obi-Wan Kenobi"
"vanilla (not kinky)",70.1,349,27.7,821,"Obi-Wan Kenobi"
"alpha (not beta)",70,748,26,847,"Obi-Wan Kenobi"
"armoured (not vulnerable)",69.7,634,23.7,894,"Obi-Wan Kenobi"
"chill (not offended)",69.7,215,26,129,"Obi-Wan Kenobi"
"neat (not messy)",69.6,716,24.7,734,"Obi-Wan Kenobi"
"democratic (not authoritarian)",69.5,404,28.9,926,"Obi-Wan Kenobi"
"scholarly (not crafty)",69.5,264,26.3,1165,"Obi-Wan Kenobi"
"active (not slothful)",69.4,1149,23.4,893,"Obi-Wan Kenobi"
"feminist (not sexist)",69.4,869,24.9,312,"Obi-Wan Kenobi"
"🤐 (not 😜)",69.3,436,27.7,247,"Obi-Wan Kenobi"
"nerd (not jock)",69.2,675,23.8,936,"Obi-Wan Kenobi"
"beautiful (not ugly)",69.2,1160,24.8,256,"Obi-Wan Kenobi"
"formal (not intimate)",69.2,414,26.5,429,"Obi-Wan Kenobi"
"pacifist (not ferocious)",69.1,291,23.6,1009,"Obi-Wan Kenobi"
"highbrow (not lowbrow)",69.1,493,27.6,816,"Obi-Wan Kenobi"
"suspicious (not awkward)",69.1,664,20.1,864,"Obi-Wan Kenobi"
"distant (not touchy-feely)",69,524,25.2,79,"Obi-Wan Kenobi"
"attractive (not repulsive)",68.8,1030,22.4,1027,"Obi-Wan Kenobi"
"methodical (not astonishing)",68.7,531,28.3,986,"Obi-Wan Kenobi"
"efficient (not overprepared)",68.5,531,26.9,135,"Obi-Wan Kenobi"
"🧕 (not 💃)",68.4,142,28.6,398,"Obi-Wan Kenobi"
"sorrowful (not cheery)",68.3,612,20.2,981,"Obi-Wan Kenobi"
"accepting (not judgemental)",68.2,418,26.9,721,"Obi-Wan Kenobi"
"🐘 (not 🐀)",68.1,327,29.2,418,"Obi-Wan Kenobi"
"well behaved (not mischievous)",67.8,400,28.9,1006,"Obi-Wan Kenobi"
"warm (not cold)",67.6,635,23.6,886,"Obi-Wan Kenobi"
"tame (not wild)",67.4,340,25.6,983,"Obi-Wan Kenobi"
"dominant (not submissive)",67.4,909,22,965,"Obi-Wan Kenobi"
"optimistic (not pessimistic)",67.4,468,25.2,965,"Obi-Wan Kenobi"
"thick-skinned (not sensitive)",67.4,470,25.9,878,"Obi-Wan Kenobi"
"straight (not queer)",67.4,1012,29.6,378,"Obi-Wan Kenobi"
"scheduled (not spontaneous)",67.3,709,27.9,971,"Obi-Wan Kenobi"
"OCD (not ADHD)",67.2,706,24.5,114,"Obi-Wan Kenobi"
"serious (not bold)",67.1,347,27,1009,"Obi-Wan Kenobi"
"open-minded (not close-minded)",67.1,620,26,1054,"Obi-Wan Kenobi"
"country-bumpkin (not city-slicker)",67.1,286,24.3,295,"Obi-Wan Kenobi"
"🧗 (not 🛌)",67,761,28.5,417,"Obi-Wan Kenobi"
"practical (not imaginative)",66.9,720,27.4,873,"Obi-Wan Kenobi"
"reasoned (not instinctual)",66.7,322,29.5,1038,"Obi-Wan Kenobi"
"hoarder (not unprepared)",66.7,530,20.4,794,"Obi-Wan Kenobi"
"chortling (not giggling)",66.6,656,25.8,110,"Obi-Wan Kenobi"
"👻 (not 🤖)",66.5,419,30.3,262,"Obi-Wan Kenobi"
"curious (not apathetic)",66,844,26.5,1017,"Obi-Wan Kenobi"
"gatherer (not hunter)",66,486,28.3,117,"Obi-Wan Kenobi"
"hard-work (not natural-talent)",65.7,688,29.6,156,"Obi-Wan Kenobi"
"realistic (not ambitious)",65.6,272,29.5,123,"Obi-Wan Kenobi"
"realistic (not fantastical)",65.4,678,30.1,108,"Obi-Wan Kenobi"
"healthy (not sickly)",65.2,1017,24.9,965,"Obi-Wan Kenobi"
"low-tech (not high-tech)",65.2,545,26,926,"Obi-Wan Kenobi"
"French (not Russian)",65.2,562,26.9,90,"Obi-Wan Kenobi"
"flower child (not goth)",65.2,791,25.7,89,"Obi-Wan Kenobi"
"prudish (not flirtatious)",65.2,385,27.4,69,"Obi-Wan Kenobi"
"Greek (not Roman)",65.1,107,29.9,94,"Obi-Wan Kenobi"
"work-first (not family-first)",65,622,31.8,1147,"Obi-Wan Kenobi"
"fixable (not unfixable)",65,634,27.3,120,"Obi-Wan Kenobi"
"complicated (not simple)",64.9,909,29.3,934,"Obi-Wan Kenobi"
"morning lark (not night owl)",64.9,334,27.9,624,"Obi-Wan Kenobi"
"politically correct (not edgy)",64.4,437,28.1,912,"Obi-Wan Kenobi"
"moderate (not extreme)",64.4,320,26.4,885,"Obi-Wan Kenobi"
"🙋‍♂️ (not 🙅‍♂️)",64.4,619,30.7,238,"Obi-Wan Kenobi"
"frank (not sugarcoated)",64.4,1109,28.6,88,"Obi-Wan Kenobi"
"📈 (not 📉)",64.3,772,31.4,296,"Obi-Wan Kenobi"
"luddite (not technophile)",64.2,410,27,874,"Obi-Wan Kenobi"
"leisurely (not hurried)",64.1,330,24.8,1050,"Obi-Wan Kenobi"
"dry (not moist)",64.1,439,27.9,132,"Obi-Wan Kenobi"
"specialist (not generalist)",64,645,29,192,"Obi-Wan Kenobi"
"cynical (not gullible)",64,838,28.5,84,"Obi-Wan Kenobi"
"traumatized (not flourishing)",63.9,864,25,125,"Obi-Wan Kenobi"
"🤔 (not 🤫)",63.8,552,33.1,281,"Obi-Wan Kenobi"
"sad (not happy)",63.6,798,21.3,924,"Obi-Wan Kenobi"
"f***-the-police (not tattle-tale)",63.6,902,30.3,110,"Obi-Wan Kenobi"
"open to new experinces (not uncreative)",63.5,1097,26.5,863,"Obi-Wan Kenobi"
"literary (not mathematical)",63.5,726,28.1,911,"Obi-Wan Kenobi"
"glad (not mad)",63.5,448,25.1,258,"Obi-Wan Kenobi"
"strict (not lenient)",63.4,709,23.8,1010,"Obi-Wan Kenobi"
"poetic (not factual)",63.4,418,27.8,105,"Obi-Wan Kenobi"
"dramatic (not comedic)",63.4,996,26.6,139,"Obi-Wan Kenobi"
"mild (not spicy)",63.3,367,27.8,1003,"Obi-Wan Kenobi"
"good-cook (not bad-cook)",63.1,451,25.6,90,"Obi-Wan Kenobi"
"tight (not loose)",63,941,26,136,"Obi-Wan Kenobi"
"proletariat (not bourgeoisie)",62.8,597,29.5,795,"Obi-Wan Kenobi"
"provincial (not cosmopolitan)",62.7,413,29.6,923,"Obi-Wan Kenobi"
"🧐 (not 😎)",62.6,531,32.8,300,"Obi-Wan Kenobi"
"conspiracist (not sheeple)",62.5,881,26.5,684,"Obi-Wan Kenobi"
"theoretical (not empirical)",62.4,154,28.7,914,"Obi-Wan Kenobi"
"political (not nonpolitical)",62.1,708,31.4,965,"Obi-Wan Kenobi"
"thinker (not doer)",62.1,302,29.9,123,"Obi-Wan Kenobi"
"pain-avoidant (not masochistic)",62,410,29.1,128,"Obi-Wan Kenobi"
"scientific (not artistic)",61.9,746,26.6,973,"Obi-Wan Kenobi"
"sheriff (not outlaw)",61.8,691,29.6,1005,"Obi-Wan Kenobi"
"tall (not short)",61.7,825,20.8,1010,"Obi-Wan Kenobi"
"focused on the future (not focused on the present)",61.6,424,29.4,995,"Obi-Wan Kenobi"
"fresh (not stinky)",61.6,1087,28.7,399,"Obi-Wan Kenobi"
"😏 (not 😬)",61.4,747,29.7,254,"Obi-Wan Kenobi"
"chivalrous (not businesslike)",61.4,602,29.7,104,"Obi-Wan Kenobi"
"subdued (not exuberant)",61.1,423,28.2,112,"Obi-Wan Kenobi"
"haunted (not blissful)",60.6,1065,30.5,125,"Obi-Wan Kenobi"
"orange (not purple)",60.5,532,29.7,786,"Obi-Wan Kenobi"
"🎨 (not 🏀)",60.5,988,30.3,118,"Obi-Wan Kenobi"
"freelance (not corporate)",60.4,910,32.4,107,"Obi-Wan Kenobi"
"💝 (not 💔)",60.2,712,33.8,360,"Obi-Wan Kenobi"
"deep (not epic)",60.2,486,34.8,108,"Obi-Wan Kenobi"
"smooth (not rough)",59.9,681,27.4,953,"Obi-Wan Kenobi"
"proactive (not reactive)",59.7,383,31.7,76,"Obi-Wan Kenobi"
"celebrity (not boy/girl-next-door)",59.6,571,32,69,"Obi-Wan Kenobi"
"contrarian (not yes-man)",59.5,945,27.5,81,"Obi-Wan Kenobi"
"normie (not freak)",59.4,587,27,124,"Obi-Wan Kenobi"
"main character (not side character)",59.4,786,30.3,64,"Obi-Wan Kenobi"
"outsider (not insider)",59.3,718,32.8,677,"Obi-Wan Kenobi"
"statist (not anarchist)",59.3,729,30.1,379,"Obi-Wan Kenobi"
"chosen one (not everyman)",59.2,796,31.4,76,"Obi-Wan Kenobi"
"slovenly (not stylish)",59.1,467,28,892,"Obi-Wan Kenobi"
"demanding (not unchallenging)",59.1,1357,28.3,122,"Obi-Wan Kenobi"
"privileged (not oppressed)",59,1106,28.6,102,"Obi-Wan Kenobi"
"brave (not careful)",58.7,1063,29,1060,"Obi-Wan Kenobi"
"accommodating (not stubborn)",58.7,311,28.7,124,"Obi-Wan Kenobi"
"objective (not subjective)",58.6,489,29.8,193,"Obi-Wan Kenobi"
"👨‍⚕️ (not 👨‍🔧)",58.6,798,30.8,319,"Obi-Wan Kenobi"
"trusting (not charming)",58.5,581,30.8,951,"Obi-Wan Kenobi"
"remote (not involved)",58.4,201,29.4,1022,"Obi-Wan Kenobi"
"western (not eastern)",58.4,1133,30.4,360,"Obi-Wan Kenobi"
"bossy (not meek)",58.3,1215,23.4,1009,"Obi-Wan Kenobi"
"Swedish (not Italian)",58.3,608,29.4,112,"Obi-Wan Kenobi"
"🥰 (not 🙃)",58.2,790,33.1,360,"Obi-Wan Kenobi"
"adventurous (not stick-in-the-mud)",58.1,973,27.4,852,"Obi-Wan Kenobi"
"trolling (not triggered)",58.1,341,27.1,115,"Obi-Wan Kenobi"
"chic (not cheesy)",58.1,676,27.3,101,"Obi-Wan Kenobi"
"paranoid (not naive)",58.1,938,23.7,95,"Obi-Wan Kenobi"
"socialist (not libertarian)",57.8,264,31.5,799,"Obi-Wan Kenobi"
"unassuming (not pretentious)",57.8,545,30.3,296,"Obi-Wan Kenobi"
"resistant (not resigned)",57.6,1399,30.9,1019,"Obi-Wan Kenobi"
"🚴 (not 🏋️‍♂️)",57.6,1243,32.4,234,"Obi-Wan Kenobi"
"non-gamer (not gamer)",57.6,1038,35.1,107,"Obi-Wan Kenobi"
"summer (not winter)",57.6,802,35.4,77,"Obi-Wan Kenobi"
"sweet (not bitter)",57.5,837,24.2,999,"Obi-Wan Kenobi"
"geriatric (not vibrant)",57.5,345,27,124,"Obi-Wan Kenobi"
"earth (not air)",57.1,1090,34.2,129,"Obi-Wan Kenobi"
"aloof (not obsessed)",56.9,253,26.8,887,"Obi-Wan Kenobi"
"explorer (not builder)",56.8,853,30.8,1057,"Obi-Wan Kenobi"
"tautology (not oxymoron)",56.6,284,29.4,64,"Obi-Wan Kenobi"
"repetitive (not varied)",56.5,950,27.7,380,"Obi-Wan Kenobi"
"domestic (not industrial)",56.5,675,28.6,190,"Obi-Wan Kenobi"
"bright (not depressed)",56.4,799,27.7,800,"Obi-Wan Kenobi"
"musical (not off-key)",56.3,617,27.9,122,"Obi-Wan Kenobi"
"centrist (not radical)",56.2,594,30.2,90,"Obi-Wan Kenobi"
"rigid (not flexible)",56.1,907,27,964,"Obi-Wan Kenobi"
"picky (not always down)",56,962,26.5,78,"Obi-Wan Kenobi"
"monochrome (not multicolored)",55.9,800,33.4,173,"Obi-Wan Kenobi"
"assertive (not passive)",55.8,1347,28,874,"Obi-Wan Kenobi"
"opinionated (not neutral)",55.8,1660,32.2,151,"Obi-Wan Kenobi"
"monotone (not expressive)",55.6,558,28.4,78,"Obi-Wan Kenobi"
"💀 (not 🎃)",55.5,881,32.2,118,"Obi-Wan Kenobi"
"analysis (not common sense)",55.4,954,32.5,79,"Obi-Wan Kenobi"
"jaded (not innocent)",55.4,1211,29.7,81,"Obi-Wan Kenobi"
"relaxed (not tense)",55.2,335,29.4,984,"Obi-Wan Kenobi"
"roundabout (not direct)",55.2,375,30.6,869,"Obi-Wan Kenobi"
"😀 (not 😭)",55.1,797,29.6,273,"Obi-Wan Kenobi"
"weird (not normal)",54.8,1083,26.8,998,"Obi-Wan Kenobi"
"thin (not thick)",54.7,1092,25.4,620,"Obi-Wan Kenobi"
"refined (not rugged)",54.6,1030,29.6,1014,"Obi-Wan Kenobi"
"liberal (not conservative)",54.4,1170,32.4,265,"Obi-Wan Kenobi"
"dog person (not cat person)",54,892,36.6,73,"Obi-Wan Kenobi"
"Coke (not Pepsi)",53.9,836,34.9,112,"Obi-Wan Kenobi"
"trusting (not suspicious)",53.8,772,29.4,1022,"Obi-Wan Kenobi"
"official (not backdoor)",53.8,780,30.8,1005,"Obi-Wan Kenobi"
"🥵 (not 🥶)",53.8,1026,29.2,107,"Obi-Wan Kenobi"
"hard (not soft)",53.7,1016,25.9,231,"Obi-Wan Kenobi"
"playful (not shy)",53.5,1361,25,926,"Obi-Wan Kenobi"
"serene (not pensive)",53.5,207,30.9,103,"Obi-Wan Kenobi"
"romantic (not dispassionate)",53.4,1357,27.9,138,"Obi-Wan Kenobi"
"sleepy (not frenzied)",53.4,178,27,109,"Obi-Wan Kenobi"
"exhibitionist (not bashful)",53.3,1204,30.3,114,"Obi-Wan Kenobi"
"folksy (not presidential)",53.1,831,31.7,117,"Obi-Wan Kenobi"
"conventional (not creative)",53,819,30.4,904,"Obi-Wan Kenobi"
"circular (not linear)",52.8,812,31.9,128,"Obi-Wan Kenobi"
"🐿 (not 🦇)",52.7,1098,30.4,218,"Obi-Wan Kenobi"
"blue-collar (not ivory-tower)",52.5,998,30.4,846,"Obi-Wan Kenobi"
"intense (not lighthearted)",52.5,1337,29,136,"Obi-Wan Kenobi"
"concise (not long-winded)",52.4,958,31.5,71,"Obi-Wan Kenobi"
"washed (not muddy)",52.4,1219,29.5,77,"Obi-Wan Kenobi"
"'left-brained' (not 'right-brained')",52.3,781,29.5,590,"Obi-Wan Kenobi"
"timid (not cocky)",52.3,460,25.9,87,"Obi-Wan Kenobi"
"quirky (not predictable)",52.3,997,31,75,"Obi-Wan Kenobi"
"transient (not permanent)",52.2,735,32.2,394,"Obi-Wan Kenobi"
"idealist (not realist)",52.2,883,32.6,234,"Obi-Wan Kenobi"
"vague (not precise)",52.1,522,31.6,727,"Obi-Wan Kenobi"
"communal (not individualist)",52.1,676,34.2,230,"Obi-Wan Kenobi"
"🥴 (not 🥳)",52.1,1120,26.9,259,"Obi-Wan Kenobi"
"🐩 (not 🐒)",52,1036,31.7,198,"Obi-Wan Kenobi"
"emotional (not unemotional)",52,1430,25.7,84,"Obi-Wan Kenobi"
"lover (not fighter)",51.9,952,30.4,137,"Obi-Wan Kenobi"
"🐴 (not 🦄)",51.8,1124,36.2,263,"Obi-Wan Kenobi"
"gloomy (not sunny)",51.8,1091,26.6,125,"Obi-Wan Kenobi"
"hard (not soft)",51.6,1074,24.8,1013,"Obi-Wan Kenobi"
"joyful (not miserable)",51.6,755,25.8,266,"Obi-Wan Kenobi"
"regular (not zany)",51.6,808,27.5,248,"Obi-Wan Kenobi"
"tailor (not blacksmith)",51.5,1231,29.6,114,"Obi-Wan Kenobi"
"forward-thinking (not stuck-in-the-past)",51.5,1111,30.2,130,"Obi-Wan Kenobi"
"fortunate (not unlucky)",51.4,869,27.9,972,"Obi-Wan Kenobi"
"punk rock (not preppy)",51.3,804,29.4,108,"Obi-Wan Kenobi"
"impartial (not biased)",51.2,375,29.6,998,"Obi-Wan Kenobi"
"obedient (not rebellious)",51.2,717,31.2,824,"Obi-Wan Kenobi"
"low self esteem (not narcissistic)",51.1,757,24.3,143,"Obi-Wan Kenobi"
"transparent (not machiavellian)",51.1,989,31.5,69,"Obi-Wan Kenobi"
"basic (not hipster)",50.9,1234,30.2,967,"Obi-Wan Kenobi"
"deviant (not average)",50.9,1253,28.9,732,"Obi-Wan Kenobi"
"concrete (not abstract)",50.9,1183,31.7,268,"Obi-Wan Kenobi"
"slow (not fast)",50.2,519,27,934,"Obi-Wan Kenobi"
"metrosexual (not macho)",50.7,1251,28.3,122,"Obi-Wan Kenobi"
"humorless (not funny)",50.4,810,26.2,961,"Obi-Wan Kenobi"
"nerd (not jock)",96,19,10.4,1057,"C-3PO"
"asexual (not sexual)",95.7,2,10.5,112,"C-3PO"
"civilized (not barbaric)",94.9,7,10.2,974,"C-3PO"
"bookish (not sporty)",94.9,27,10.9,888,"C-3PO"
"intellectual (not physical)",94.2,18,13.1,1019,"C-3PO"
"cautious (not impulsive)",94,2,14.7,1023,"C-3PO"
"loyal (not traitorous)",93.8,68,12.6,992,"C-3PO"
"scientific (not artistic)",93.1,13,13.6,1076,"C-3PO"
"🧠 (not 💪)",93,43,13,340,"C-3PO"
"tense (not relaxed)",92.8,29,13,1005,"C-3PO"
"anxious (not calm)",92.8,12,12.5,993,"C-3PO"
"proper (not scandalous)",92.5,5,16.4,945,"C-3PO"
"pacifist (not ferocious)",91.8,6,14,1112,"C-3PO"
"scheduled (not spontaneous)",91.4,39,17.4,1032,"C-3PO"
"practical (not imaginative)",91,16,16.9,911,"C-3PO"
"tame (not wild)",90.5,4,16.1,966,"C-3PO"
"🤖 (not 👻)",90.5,4,19.7,306,"C-3PO"
"first-mate (not captain)",90.4,17,14.5,1126,"C-3PO"
"chaste (not lustful)",90,5,19.2,971,"C-3PO"
"literal (not metaphorical)",89.7,10,19.1,1077,"C-3PO"
"submissive (not dominant)",89.6,20,14.3,986,"C-3PO"
"obedient (not rebellious)",89.5,12,16.4,898,"C-3PO"
"precise (not vague)",89.5,27,17.4,692,"C-3PO"
"scholarly (not crafty)",89.5,11,17,1157,"C-3PO"
"politically correct (not edgy)",89.1,2,18.6,981,"C-3PO"
"manicured (not scruffy)",89.1,174,18.3,1131,"C-3PO"
"gatherer (not hunter)",89.1,14,16.4,124,"C-3PO"
"careful (not brave)",88.8,5,17.8,1113,"C-3PO"
"stick-in-the-mud (not adventurous)",88.7,22,17.1,910,"C-3PO"
"devoted (not unfaithful)",88.7,249,19.9,100,"C-3PO"
"refined (not rugged)",88.2,39,18.2,1042,"C-3PO"
"unambiguous (not mysterious)",88.1,4,17.5,1108,"C-3PO"
"well behaved (not mischievous)",87.9,19,20.5,1008,"C-3PO"
"beta (not alpha)",87.9,32,19.7,857,"C-3PO"
"reasoned (not instinctual)",87.9,6,22.4,1023,"C-3PO"
"skeptical (not spiritual)",87.7,59,17.8,1067,"C-3PO"
"diligent (not lazy)",87.6,450,17.9,1023,"C-3PO"
"chatty (not reserved)",87.5,150,18.1,1020,"C-3PO"
"rigid (not flexible)",87.5,57,18.5,947,"C-3PO"
"formal (not intimate)",87.5,29,19.7,442,"C-3PO"
"😇 (not 😈)",87.5,62,18.7,314,"C-3PO"
"metrosexual (not macho)",87.5,18,18.4,109,"C-3PO"
"works hard (not plays hard)",87.3,89,18.4,981,"C-3PO"
"clean (not perverted)",87.1,133,21.1,123,"C-3PO"
"deliberate (not spontaneous)",87.1,84,20.4,989,"C-3PO"
"conventional (not creative)",86.8,28,20.4,1009,"C-3PO"
"preppy (not punk rock)",86.8,85,18.3,135,"C-3PO"
"high-tech (not low-tech)",86.7,101,19.9,1062,"C-3PO"
"high IQ (not low IQ)",86.7,374,20.5,925,"C-3PO"
"neat (not messy)",86.4,143,23.4,799,"C-3PO"
"prudish (not flirtatious)",86.1,15,23.5,86,"C-3PO"
"cooperative (not competitive)",85.8,34,20,966,"C-3PO"
"methodical (not astonishing)",85.8,32,20.7,1015,"C-3PO"
"valedictorian (not drop out)",85.8,245,25.7,259,"C-3PO"
